Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Storage Type
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,1 ,Intel HD Graphics 520,Windows 10,34578.72,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1 ,Intel HD Graphics 520,No OS,24988.32,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,Windows 10,45323.1648,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,AMD Radeon R7 M465,Windows 10,71874.72,SSD
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,68464.8,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,No OS,54185.76,Other
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows 10,119347.2,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,48484.8,Other
Toshiba,Ultrabook,13.3,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,58341.6,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,103896.0,SSD
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,48058.56,SSD
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia Quadro M620,Windows 10,94731.84,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,56210.4,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1 ,AMD Radeon R5 M430,No OS,25521.12,Other
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,73952.64,SSD
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,180,Intel HD Graphics 620,Windows 10,39160.8,SSD
Samsung,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Nvidia GeForce 940MX,Windows 10,98514.72,SSD
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,90043.2,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,1 ,Intel HD Graphics 505,Linux,21258.1872,Other
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Nvidia GeForce 940MX,Windows 10,49816.8,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128 +  1 ,Nvidia GeForce 940MX,Windows 10,48618.0,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,44701.92,SSD
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,90576.0,SSD
HP,2 in 1 Convertible,15.6,Touchscreen 1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,36486.14399999999,Other
Asus,Notebook,14.1,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,18541.44,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1 ,Nvidia GeForce 940MX,Windows 10,35644.32,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,19660.32,Other
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,95850.72,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,AMD Radeon R5 M420X,Linux,24279.696,Other
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,72988.272,SSD
Acer,Netbook,11.6,IPS Panel 1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,32 ,Intel HD Graphics 400,Chrome OS,15824.16,Other
Lenovo,Notebook,17.3,1600x900 HD,AMD A4-Series 7210 2.2GHz,4,500 ,AMD Radeon R3,Windows 10,20193.12,Other
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,67399.2,SSD
HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows 10,74538.72,SSD
Samsung,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,90522.72,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,95850.72,SSD
MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,512 +  2 ,Nvidia GeForce GTX 1060,Windows 10,141138.72,SSD
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,78588.0,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia GeForce GTX 1050Ti,Linux,49497.12,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 930MX,Windows 10,47952.0,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,AMD Radeon R5 M420X,Windows 10,32713.92,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500 ,Intel HD Graphics 620,Windows 10,49816.8,Other
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8,512,Intel HD Graphics 615,Windows 10,107257.968,SSD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256 +  256,Nvidia GeForce GTX 980M,Windows 10,68145.12,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16,256,Intel HD Graphics 615,Windows 10,87858.72,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 ,Intel HD Graphics 620,Windows 10,109170.72,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512,Intel HD Graphics 620,Windows 10,104588.1072,SSD
LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,111834.72,SSD
HP,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,79014.23999999999,SSD
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16 ,Intel HD Graphics,Chrome OS,19127.52,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,42037.92,SSD
LG,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,101178.72,SSD
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,64202.4,SSD
HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8,240,Intel HD Graphics 515,Windows 10,165168.0,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256,Nvidia GeForce 940MX,Windows 10,42037.92,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,54291.78719999999,SSD
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,1 ,Intel HD Graphics 620,Windows 10,26586.72,Other
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,46939.68,SSD
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,51148.8,SSD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,85194.72,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,71874.72,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,59668.804800000005,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,1 ,AMD Radeon R5 M420,Windows 10,36496.2672,Other
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,AMD Radeon R7 M365X,Windows 10,69103.62719999999,SSD
HP,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,61218.72,SSD
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,256,Nvidia GeForce 930M,Windows 10,105228.0,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,512,Intel HD Graphics 620,Windows 10,97236.0,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,38889.072,Other
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,87912.0,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,62071.2,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,1 ,Intel HD Graphics 620,Windows 10,37725.4368,Other
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,61218.72,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,1 ,Intel HD Graphics 505,Windows 10,16463.52,Other
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,84129.12,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,1 ,Intel HD Graphics 400,No OS,15392.592,Other
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16,1,Intel Iris Graphics 540,Windows 10,95850.72,SSD
Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,58874.4,SSD
HP,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,88924.31999999999,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,Intel HD Graphics 520,Windows 10,29762.208,Other
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,63882.72,SSD
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,87325.92,SSD
Dell,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16,512 +  1 ,Nvidia GeForce GTX 1080,Windows 10,146946.24,SSD
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128 +  1 ,Nvidia GeForce GTX 965M,Windows 10,74538.72,SSD
Asus,Notebook,17.3,1600x900 HD,Intel Pentium Quad Core N3710 1.6GHz,4,1 ,Nvidia GeForce 920MX,Windows 10,28238.4,Other
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,32980.32,Other
Toshiba,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,59620.32,SSD
Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8,256,Intel HD Graphics 515,Windows 10,69210.72,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16,512 +  1 ,AMD Radeon R9 M385,Windows 10,53226.72,SSD
Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics,Windows 10,78438.816,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 920MX,No OS,36496.8,Other
Dell,Notebook,17.3,1600x900 HD,Intel Core i3 6006U 2.0GHz,4,1 ,AMD Radeon R7 M445,Windows 10,35111.52,Other
Acer,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,32 ,Intel HD Graphics 400,Chrome OS,18594.72,Other
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,8,Nvidia Quadro M1000M,Windows 10,119826.72,SSD
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,94572.0,SSD
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,77788.8,SSD
Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8,64 ,Intel HD Graphics 515,Chrome OS,61751.52,Other
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,79333.3872,SSD
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512 +  1 ,Nvidia GeForce GTX 1070,Windows 10,168045.12,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256,Intel HD Graphics 615,Windows 10,101178.72,SSD
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,256,Intel HD Graphics 505,Windows 10,41292.0,SSD
Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,67559.04,SSD
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 ,Intel HD Graphics 400,Chrome OS,20725.92,Other
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,81784.8,SSD
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,93772.8,SSD
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12,128 +  1 ,Nvidia GeForce GTX 950M,Windows 10,53759.52,SSD
Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,95371.2,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.50GHz,8,1 ,Nvidia GeForce 930MX,Windows 10,45101.52,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,AMD Radeon R5 M430,Linux,24808.2336,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,43956.0,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,36496.8,Other
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,167778.72,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256,Nvidia GeForce 920MX,Windows 10,37029.6,SSD
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16,512,Intel HD Graphics 615,Windows 10,101178.72,SSD
Dell,Ultrabook,14.0,Touchscreen 2560x1440 QHD,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,104587.57439999998,SSD
Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,149184.0,SSD
Toshiba,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,62870.4,SSD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,109218.672,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8,128 +  1 ,Nvidia GeForce 930MX,Windows 10,52161.12,SSD
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,508 ,Intel HD Graphics 520,Windows 7,53386.56,Other
Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512 +  2 ,Nvidia GeForce GTX 950M,Windows 10,95850.72,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,6,1 ,Intel HD Graphics 620,Windows 10,30849.12,Other
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,93186.72,SSD
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512,Intel HD Graphics 620,Windows 10,69210.72,SSD
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,63669.6,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,29250.72,SSD
Fujitsu,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,34578.72,SSD
Toshiba,Notebook,14.0,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,48751.2,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,AMD Radeon R5 M430,Windows 10,31914.72,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,Windows 10,42943.68,Other
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,63349.92,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon R7 M445,Windows 10,39906.72,Other
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620 ,Windows 10,59620.32,SSD
HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,101658.24,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 +  1 ,AMD Radeon 520,Windows 10,26586.72,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,No OS,14418.6336,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,71874.72,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,47365.92,SSD
Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,61272.0,SSD
HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,71874.72,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N4200 1.1GHz,4,500 ,Intel HD Graphics 505,Windows 10,20246.4,Other
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,95850.72,SSD
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,111301.92,SSD
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,67132.8,SSD
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,63349.92,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,29144.16,SSD
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,41505.12,Other
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,63669.6,SSD
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 6300U 2.4GHz,4,256,Intel HD Graphics 520,Windows 10,58607.46719999999,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,64202.4,SSD
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 7,77202.72,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,55904.5728,SSD
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,36443.52,Other
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1.0 ,Nvidia GeForce GTX 1050,Windows 10,50562.72,Other
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,81997.92,Other
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,84715.2,SSD
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,100550.5488,SSD
HP,Notebook,13.3,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,42624.0,Other
Toshiba,Notebook,13.3,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,64468.8,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows 10,41025.0672,SSD
Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro 3000M,Windows 7,158135.04,SSD
Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,79387.2,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,118761.12,SSD
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,1 ,Intel HD Graphics 520,Windows 10,42410.3472,Other
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,84715.2,SSD
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,61218.72,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,63159.7104,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500 ,Intel HD Graphics 520,Windows 10,55754.3232,Other
HP,Ultrabook,12.5,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,83063.52,SSD
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,63349.92,Other
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,56476.8,Other
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,86526.72,SSD
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,57542.4,SSD
